Order No,Cust ID,Order Date,Order Status,Order Amount
4.26E+18,G6S18771,2002-03-21 21:48,Other,
4.26E+18,G6S18771,2002-03-21 21:56,Other,
4.26E+18,5TRE2329,2002-03-21 22:16,Other,
4.26E+18,5TRE2329,2002-03-21 22:17,Other,
4.26E+18,UVKX0858,2002-03-21 22:18,Other,
4.26E+18,WX895466,2002-03-21 23:38,Other,
4.26E+18,EJEF4778,2002-03-21 23:38,Other,
4.26E+18,I2NZ6046,2003-03-21 00:07,Other,
4.26E+18,FTAA3198,2003-03-21 01:01,Other,
4.26E+18,MFJB9304,2003-03-21 01:14,Other,
4.26E+18,MFJB9304,2003-03-21 01:15,Other,
4.26E+18,MFJB9304,2003-03-21 01:18,Other,
4.26E+18,XCU60282,2003-03-21 01:24,Other,
4.26E+18,XDB71709,2003-03-21 01:26,Other,
4.26E+18,NWRT0196,2003-03-21 02:24,Other,
4.26E+18,NWRT0196,2003-03-21 02:26,Other,
4.26E+18,M0KO0116,2003-03-21 07:41,Other,
4.26E+18,P2KK3511,2003-03-21 07:55,Other,
4.26E+18,P2KK3511,2003-03-21 08:27,Won,1509
4.26E+18,E7307107,2003-03-21 08:40,Other,
4.26E+18,UD2O0220,2003-03-21 08:51,Other,
4.26E+18,D97R9000,2003-03-21 09:03,Won,1378
4.26E+18,21664703,2003-03-21 09:10,Other,
4.26E+18,KMBN4397,2003-03-21 09:30,Other,
4.26E+18,TAG83757,2003-03-21 09:37,Other,
4.26E+18,XYQG0961,2003-03-21 09:57,Won,1408
4.26E+18,P2KK3511,2003-03-21 10:01,Other,
4.26E+18,7VB55285,2003-03-21 10:05,Other,
4.26E+18,3XSP8456,2003-03-21 10:46,Other,
4.26E+18,5YYV4616,2003-03-21 10:46,Other,
4.26E+18,26X80126,2003-03-21 11:05,Other,
4.26E+18,26X80126,2003-03-21 11:06,Other,
4.26E+18,3IDS4920,2003-03-21 11:38,Other,
4.26E+18,JFV86026,2003-03-21 11:44,Other,
4.26E+18,3XBF8002,2003-03-21 11:50,Other,
4.26E+18,WBIQ7144,2003-03-21 12:06,Other,
4.26E+18,XDB71709,2003-03-21 12:06,Won,1525
4.26E+18,8CNV6001,2003-03-21 12:09,Other,
4.26E+18,T87K0583,2003-03-21 12:12,Other,
4.26E+18,QP8O2269,2003-03-21 12:14,Other,
4.26E+18,1KFB3333,2003-03-21 12:33,Other,
4.26E+18,RH4T5204,2003-03-21 12:44,Other,
4.26E+18,5DUG2031,2003-03-21 12:51,Other,
4.26E+18,5DUG2031,2003-03-21 12:55,Other,
4.26E+18,0OE24165,2003-03-21 12:56,Other,
4.26E+18,0OE24165,2003-03-21 12:56,Other,
4.26E+18,0OE24165,2003-03-21 12:57,Other,
4.26E+18,0OE24165,2003-03-21 12:57,Other,
4.26E+18,RH4T5204,2003-03-21 13:01,Other,
4.26E+18,2TF08242,2003-03-21 13:17,Other,
4.26E+18,2TF08242,2003-03-21 13:23,Other,
4.26E+18,OL9D3421,2003-03-21 13:24,Other,
4.26E+18,BPYM1651,2003-03-21 13:26,Other,
4.26E+18,M0KO0116,2003-03-21 13:35,Other,
4.26E+18,8P6X1622,2003-03-21 13:43,Other,
4.26E+18,BPYM1651,2003-03-21 13:44,Other,
4.26E+18,OT040611,2003-03-21 14:13,Other,
4.26E+18,5DEH0755,2003-03-21 14:16,Other,
4.26E+18,NUHD5575,2003-03-21 14:18,Other,
4.26E+18,OT040611,2003-03-21 14:19,Other,
4.26E+18,FJ731360,2003-03-21 14:28,Other,
4.26E+18,6V613600,2003-03-21 14:43,Won,887
4.26E+18,OL9D3421,2003-03-21 14:54,Other,
4.26E+18,ABLT9560,2003-03-21 15:01,Won,254
4.26E+18,YH5C0668,2003-03-21 15:01,Other,
4.26E+18,SA017550,2003-03-21 15:16,Other,
4.26E+18,AVIN0374,2003-03-21 15:27,Other,
4.26E+18,N7IC4343,2003-03-21 15:30,Other,
4.26E+18,47ZA0123,2003-03-21 15:31,Other,
4.26E+18,N7IC4343,2003-03-21 15:32,Other,
4.26E+18,5VBU0363,2003-03-21 15:42,Other,
4.26E+18,1KFB3333,2003-03-21 15:43,Won,213
4.26E+18,EJEF4778,2003-03-21 15:50,Other,
4.26E+18,0XDL6611,2003-03-21 15:51,Other,
4.26E+18,IZ1U6513,2003-03-21 15:52,Other,
4.26E+18,IZ1U6513,2003-03-21 15:57,Other,
4.26E+18,EJEF4778,2003-03-21 16:01,Won,1271
4.26E+18,IZ1U6513,2003-03-21 16:09,Other,
4.26E+18,VDL75572,2003-03-21 16:09,Other,
4.26E+18,IZ1U6513,2003-03-21 16:12,Other,
4.26E+18,HPG28967,2003-03-21 16:13,Other,
4.26E+18,Y6IG4141,2003-03-21 16:23,Other,
4.26E+18,NZJG9875,2003-03-21 16:32,Won,887
4.26E+18,AJAO9799,2003-03-21 16:43,Other,
4.26E+18,SUNP1339,2003-03-21 16:45,Other,
4.26E+18,JNYP5376,2003-03-21 17:10,Other,
4.26E+18,OM4M5304,2003-03-21 17:48,Other,
4.26E+18,J9K54428,2003-03-21 17:48,Other,
4.26E+18,D8Y90594,2003-03-21 17:50,Other,
4.26E+18,VFY88677,2003-03-21 17:51,Other,
4.26E+18,YV0C7103,2003-03-21 18:17,Other,
4.26E+18,N7IC4343,2003-03-21 18:27,Other,
4.26E+18,NWRT0196,2003-03-21 18:27,Other,
4.26E+18,U2TT0181,2003-03-21 18:28,Other,
4.26E+18,U1V79440,2003-03-21 18:28,Other,
4.26E+18,J9K54428,2003-03-21 18:32,Won,10054
4.26E+18,N7IC4343,2003-03-21 18:32,Other,
4.26E+18,GMWM3948,2003-03-21 18:33,Other,
4.26E+18,NWRT0196,2003-03-21 18:40,Other,
4.26E+18,IZ1U6513,2003-03-21 19:02,Won,887
4.26E+18,6BXE1942,2003-03-21 19:03,Other,
4.26E+18,0ULT2934,2003-03-21 19:08,Other,
4.26E+18,OL9D3421,2003-03-21 19:12,Other,
4.26E+18,DH528997,2003-03-21 19:15,Other,
4.26E+18,C2CE8779,2003-03-21 19:31,Other,
4.26E+18,AUJU7549,2003-03-21 19:31,Won,108617
4.26E+18,0ULT2934,2003-03-21 19:41,Other,
4.26E+18,IZ1U6513,2003-03-21 20:04,Other,
4.26E+18,IVFN3319,2003-03-21 20:16,Other,
4.26E+18,1A3D0990,2003-03-21 20:17,Other,
4.26E+18,1A3D0990,2003-03-21 20:20,Other,
4.26E+18,EJEF4778,2003-03-21 20:29,Won,1212
4.26E+18,L1492735,2003-03-21 20:35,Other,
4.26E+18,L1492735,2003-03-21 20:36,Other,
4.26E+18,24BR9230,2003-03-21 21:07,Other,
4.26E+18,X9350594,2003-03-21 21:22,Other,
4.26E+18,XR298728,2003-03-21 21:23,Other,
4.26E+18,XR298728,2003-03-21 21:28,Other,
4.26E+18,U9M84472,2003-03-21 21:49,Won,887
4.26E+18,C2CE8779,2003-03-21 22:04,Other,
4.26E+18,C2CE8779,2003-03-21 22:05,Other,
4.26E+18,5QD12004,2003-03-21 22:12,Other,
4.26E+18,GMWM3948,2003-03-21 22:17,Other,
4.26E+18,E7SE5391,2003-03-21 22:20,Other,
4.26E+18,VL1J9447,2003-03-21 22:29,Won,1453
4.26E+18,FGSF5429,2003-03-21 22:42,Other,
4.26E+18,SV868363,2003-03-21 23:03,Other,
4.26E+18,U1SB9419,2003-03-21 23:36,Other,
4.26E+18,KV7V1039,2004-03-21 00:06,Other,
4.26E+18,24BR9230,2004-03-21 00:38,Other,
4.26E+18,G85A2233,2004-03-21 01:07,Other,
4.26E+18,G85A2233,2004-03-21 01:09,Other,
4.26E+18,G85A2233,2004-03-21 01:16,Other,
4.26E+18,G85A2233,2004-03-21 01:20,Other,
4.26E+18,WI8B1036,2004-03-21 02:06,Other,
4.26E+18,YVWG7390,2004-03-21 07:32,Other,
4.26E+18,BQDS0893,2004-03-21 09:19,Other,
4.26E+18,6HO64943,2004-03-21 09:48,Won,9753
4.26E+18,OL9D3421,2004-03-21 10:13,Other,
4.26E+18,IVFN3319,2004-03-21 10:36,Other,
4.26E+18,OL9D3421,2004-03-21 10:49,Other,
4.26E+18,ZZHX7484,2004-03-21 11:07,Other,
4.26E+18,SUC64350,2004-03-21 11:10,Won,156750
4.26E+18,NABQ6972,2004-03-21 11:24,Other,
4.26E+18,E7SE5391,2004-03-21 11:26,Other,
4.26E+18,4ZMH5663,2004-03-21 11:29,Won,18160
4.26E+18,1CD15619,2004-03-21 11:30,Other,
4.26E+18,NZJG9875,2004-03-21 11:32,Won,1101
4.26E+18,OP850978,2004-03-21 12:09,Other,
4.26E+18,W2DY3940,2004-03-21 12:14,Other,
4.26E+18,7Y2W5701,2004-03-21 12:28,Other,
4.26E+18,ASBG2531,2004-03-21 12:29,Other,
4.26E+18,SIQO3456,2004-03-21 12:35,Other,
4.26E+18,8PRA8907,2004-03-21 12:43,Other,
4.26E+18,8PRA8907,2004-03-21 12:47,Other,
4.26E+18,P28J1155,2004-03-21 12:56,Won,9879
4.26E+18,8PRA8907,2004-03-21 12:57,Other,
4.26E+18,P28J1155,2004-03-21 12:58,Won,2834
4.26E+18,L30S8150,2004-03-21 13:06,Other,
4.26E+18,5RVT9240,2004-03-21 13:07,Won,9752
4.26E+18,3D4N6444,2004-03-21 13:13,Won,1320
4.26E+18,TS2J3113,2004-03-21 13:30,Other,
4.26E+18,ISEA9493,2004-03-21 13:48,Other,
4.26E+18,XU0O6137,2004-03-21 14:02,Won,32680
4.26E+18,76QJ8520,2004-03-21 14:28,Other,
4.26E+18,3JB36636,2004-03-21 14:30,Other,
4.26E+18,S5W20691,2004-03-21 14:34,Other,
4.26E+18,76QJ8520,2004-03-21 14:34,Other,
4.26E+18,D97R9000,2004-03-21 14:54,Other,
4.26E+18,BPYM1651,2004-03-21 15:05,Other,
4.26E+18,UD7X5244,2004-03-21 15:16,Other,
4.26E+18,YZDV3310,2004-03-21 15:20,Other,
4.26E+18,5TRE2329,2004-03-21 15:29,Other,
4.26E+18,YZDV3310,2004-03-21 15:50,Other,
4.26E+18,4JKG0124,2004-03-21 15:55,Other,
4.26E+18,D97R9000,2004-03-21 15:59,Other,
4.26E+18,430V8870,2004-03-21 16:03,Other,
4.26E+18,QWFY8195,2004-03-21 16:16,Other,
4.26E+18,54Z73258,2004-03-21 16:28,Other,
4.26E+18,PIEG1198,2004-03-21 16:31,Other,
4.26E+18,54Z73258,2004-03-21 16:32,Other,
4.26E+18,YLDK2206,2004-03-21 16:34,Other,
4.26E+18,CVX14473,2004-03-21 16:35,Other,
4.26E+18,YLDK2206,2004-03-21 16:37,Other,
4.26E+18,430V8870,2004-03-21 16:58,Other,
4.26E+18,53VS5538,2004-03-21 17:00,Other,
4.26E+18,01IQ9857,2004-03-21 17:03,Won,5617
4.26E+18,K3A88692,2004-03-21 17:07,Won,887
4.26E+18,HWW80381,2004-03-21 17:19,Other,
4.26E+18,25510438,2004-03-21 17:25,Other,
4.26E+18,W47U8872,2004-03-21 17:46,Other,
4.26E+18,J9K54428,2004-03-21 17:48,Other,
4.26E+18,9QN27688,2004-03-21 17:57,Won,887
4.26E+18,C2CE8779,2004-03-21 18:03,Other,
4.26E+18,3AQB1313,2004-03-21 18:08,Other,
4.26E+18,5DHA6557,2004-03-21 18:11,Other,
4.26E+18,9ECT3534,2004-03-21 18:12,Other,
4.26E+18,3AQB1313,2004-03-21 18:13,Other,
4.26E+18,XO6A2204,2004-03-21 18:33,Other,
4.26E+18,YAXM5296,2004-03-21 18:56,Other,
4.26E+18,TH2B3338,2004-03-21 18:56,Other,
4.26E+18,YAXM5296,2004-03-21 18:58,Other,
4.26E+18,AUJU7549,2004-03-21 19:03,Other,
4.26E+18,TH2B3338,2004-03-21 19:03,Other,
4.26E+18,X60Y2990,2004-03-21 19:19,Other,
4.26E+18,64SJ3283,2004-03-21 19:27,Other,
4.26E+18,GH3Y3913,2004-03-21 19:36,Other,
4.26E+18,P8TF9477,2004-03-21 19:38,Other,
4.26E+18,GH3Y3913,2004-03-21 19:43,Other,
4.26E+18,NU4Q3391,2004-03-21 20:10,Other,
4.26E+18,GXLU9912,2004-03-21 20:17,Other,
4.26E+18,D97R9000,2004-03-21 20:37,Won,1639
4.26E+18,7O689074,2004-03-21 20:51,Other,
4.26E+18,3TPY9116,2004-03-21 20:57,Other,
4.26E+18,XDB71709,2004-03-21 21:07,Other,
4.26E+18,OL9D3421,2004-03-21 21:29,Other,
4.26E+18,NOWW2936,2004-03-21 21:42,Other,
4.26E+18,XDB71709,2004-03-21 21:57,Other,
4.26E+18,FTAA3198,2004-03-21 22:09,Other,
4.26E+18,U1SB9419,2004-03-21 22:29,Other,
4.26E+18,U1SB9419,2004-03-21 22:42,Won,887
4.26E+18,BNR11737,2004-03-21 22:56,Other,
4.26E+18,GH3Y3913,2005-03-21 00:21,Other,
4.26E+18,X6977938,2005-03-21 00:49,Other,
4.26E+18,VNAC1143,2005-03-21 01:12,Other,
4.26E+18,CNH01617,2005-03-21 07:55,Other,
4.26E+18,5DEH0755,2005-03-21 08:47,Other,
4.26E+18,Q7LC5849,2005-03-21 09:05,Other,
4.26E+18,B2599491,2005-03-21 09:45,Other,
4.26E+18,EF908876,2005-03-21 09:45,Other,
4.26E+18,IVFN3319,2005-03-21 10:15,Other,
4.26E+18,OL9D3421,2005-03-21 10:39,Other,
4.26E+18,IVIP3661,2005-03-21 10:45,Won,104500
4.26E+18,6HO64943,2005-03-21 10:48,Other,
4.26E+18,TXMK3056,2005-03-21 10:54,Other,
4.26E+18,OL9D3421,2005-03-21 10:54,Other,
4.26E+18,RHXL4041,2005-03-21 10:56,Other,
4.26E+18,RHXL4041,2005-03-21 10:58,Other,
4.26E+18,P7T59949,2005-03-21 11:15,Other,
4.26E+18,P28J1155,2005-03-21 11:22,Other,
4.26E+18,BPYM1651,2005-03-21 11:42,Other,
4.26E+18,YR5J9029,2005-03-21 11:44,Other,
4.26E+18,KV5X9266,2005-03-21 11:49,Other,
4.26E+18,CVX14473,2005-03-21 11:55,Other,
4.26E+18,UVKX0858,2005-03-21 11:56,Other,
4.26E+18,PPMX6997,2005-03-21 11:57,Won,27694
4.26E+18,BU357420,2005-03-21 11:58,Other,
4.26E+18,9ECT3534,2005-03-21 12:06,Other,
4.26E+18,ZGE58925,2005-03-21 12:07,Other,
4.26E+18,V64O5257,2005-03-21 12:09,Other,
4.26E+18,YR5J9029,2005-03-21 12:13,Other,
4.26E+18,PPMX6997,2005-03-21 12:15,Other,
4.26E+18,BUVF2815,2005-03-21 12:16,Won,887
4.26E+18,X60Y2990,2005-03-21 12:22,Other,
4.26E+18,F2AQ7387,2005-03-21 12:30,Won,1529
4.26E+18,5DSD9478,2005-03-21 12:35,Other,
4.26E+18,RX8J6840,2005-03-21 12:41,Other,
4.26E+18,3N1M6638,2005-03-21 12:46,Other,
4.26E+18,DVU07776,2005-03-21 12:48,Other,
4.26E+18,5D8G0583,2005-03-21 12:49,Won,15541
4.26E+18,5TRE2329,2005-03-21 13:07,Other,
4.26E+18,D5CM3815,2005-03-21 13:17,Other,
4.26E+18,4ZNO9385,2005-03-21 13:18,Other,
4.26E+18,N9OE6036,2005-03-21 13:19,Other,
4.26E+18,D0JQ3101,2005-03-21 13:20,Other,
4.26E+18,QVUN9817,2005-03-21 13:48,Other,
4.26E+18,W0QR0074,2005-03-21 14:24,Other,
4.26E+18,6V613600,2005-03-21 14:31,Other,
4.26E+18,F2AQ7387,2005-03-21 14:36,Other,
4.26E+18,XXD12502,2005-03-21 14:45,Other,
4.26E+18,VL1J9447,2005-03-21 15:03,Other,
4.26E+18,U9M84472,2005-03-21 15:05,Other,
4.26E+18,AUJU7549,2005-03-21 15:16,Other,
4.26E+18,AUJU7549,2005-03-21 15:18,Other,
4.26E+18,Q6DF8010,2005-03-21 15:26,Other,
4.26E+18,CAE26358,2005-03-21 15:33,Other,
4.26E+18,AUJU7549,2005-03-21 15:34,Other,
4.26E+18,IITH6591,2005-03-21 15:56,Other,
4.26E+18,PMH38406,2005-03-21 16:21,Other,
4.26E+18,33SL0917,2005-03-21 16:26,Other,
4.26E+18,NZJG9875,2005-03-21 16:28,Won,254
4.26E+18,6HO64943,2005-03-21 16:40,Won,4191
4.26E+18,DWZP3324,2005-03-21 17:04,Other,
4.26E+18,P8TF9477,2005-03-21 17:10,Other,
4.26E+18,DWZP3324,2005-03-21 17:12,Other,
4.26E+18,9OE87677,2005-03-21 17:13,Other,
4.26E+18,P8TF9477,2005-03-21 17:13,Other,
4.26E+18,AUJU7549,2005-03-21 17:17,Other,
4.26E+18,KV5X9266,2005-03-21 17:18,Other,
4.26E+18,7D488065,2005-03-21 17:19,Other,
4.26E+18,OG5H1524,2005-03-21 17:25,Other,
4.26E+18,OG5H1524,2005-03-21 17:29,Other,
4.26E+18,OG5H1524,2005-03-21 17:38,Other,
4.26E+18,1A3D0990,2005-03-21 17:41,Other,
4.26E+18,7U9O2960,2005-03-21 17:43,Other,
4.26E+18,R7TJ9636,2005-03-21 17:54,Other,
4.26E+18,3XSP8456,2005-03-21 17:55,Other,
4.26E+18,1A3D0990,2005-03-21 17:58,Other,
4.26E+18,ILON8544,2005-03-21 18:00,Other,
4.26E+18,5RVT9240,2005-03-21 18:20,Other,
4.26E+18,XJQU7253,2005-03-21 18:24,Won,13306
4.26E+18,7VB55285,2005-03-21 18:41,Other,
4.26E+18,XIJJ8313,2005-03-21 18:43,Other,
4.26E+18,MY842200,2005-03-21 19:34,Other,
4.26E+18,1J3G5459,2005-03-21 19:37,Other,
4.26E+18,WQA15886,2005-03-21 19:38,Other,
4.26E+18,3N1M6638,2005-03-21 20:03,Other,
4.26E+18,N1966521,2005-03-21 20:03,Won,13057
4.26E+18,TXMK3056,2005-03-21 20:11,Other,
4.26E+18,6X565912,2005-03-21 20:11,Other,
4.26E+18,OF1A2185,2005-03-21 20:15,Won,44687
4.26E+18,FU9L7907,2005-03-21 20:17,Other,
4.26E+18,HIOB1588,2005-03-21 20:32,Other,
4.26E+18,DVU07776,2005-03-21 20:35,Other,
4.26E+18,38Q19996,2005-03-21 20:54,Other,
4.26E+18,QE9C1698,2005-03-21 20:58,Other,
4.26E+18,TAG83757,2005-03-21 21:04,Other,
4.26E+18,QHI56906,2005-03-21 21:05,Other,
4.26E+18,NS6V6572,2005-03-21 21:19,Other,
4.26E+18,6W072768,2005-03-21 21:20,Other,
4.26E+18,7KWU8882,2005-03-21 21:23,Other,
4.26E+18,7KWU8882,2005-03-21 21:27,Other,
4.26E+18,AJAO9799,2005-03-21 21:30,Other,
4.26E+18,6X565912,2005-03-21 21:42,Other,
4.26E+18,F6188593,2005-03-21 21:42,Other,
4.26E+18,F6188593,2005-03-21 21:45,Other,
4.26E+18,66UZ5780,2005-03-21 21:55,Other,
4.26E+18,OG5H1524,2005-03-21 21:58,Other,
4.26E+18,WXMR2770,2005-03-21 22:21,Other,
4.26E+18,R3KU1718,2005-03-21 22:33,Other,
4.26E+18,WXMR2770,2005-03-21 22:46,Other,
4.26E+18,14LK5819,2005-03-21 22:47,Other,
4.26E+18,OZF51301,2005-03-21 23:10,Other,
4.26E+18,OZF51301,2005-03-21 23:12,Other,
4.26E+18,P28J1155,2005-03-21 23:15,Won,10416
4.26E+18,PEHQ6442,2005-03-21 23:55,Other,
4.26E+18,OF1A2185,2006-03-21 00:55,Other,
4.26E+18,PP0I0313,2006-03-21 01:08,Other,
4.26E+18,9HL07231,2006-03-21 01:21,Other,
4.26E+18,HYY23505,2006-03-21 08:06,Other,
4.26E+18,HD6D1363,2006-03-21 08:41,Other,
4.26E+18,D97R9000,2006-03-21 09:12,Other,
4.26E+18,A9PZ3535,2006-03-21 09:29,Other,
4.26E+18,9B6U4950,2006-03-21 09:42,Other,
4.26E+18,F2AQ7387,2006-03-21 09:45,Other,
4.26E+18,5I7C1316,2006-03-21 09:45,Other,
4.26E+18,9OKC5966,2006-03-21 09:51,Other,
4.26E+18,VJ376100,2006-03-21 09:53,Won,14980
4.26E+18,IVFN3319,2006-03-21 10:24,Other,
4.26E+18,5X8Q1114,2006-03-21 11:04,Other,
4.26E+18,NWVA2464,2006-03-21 11:05,Other,
4.26E+18,YGKN8637,2006-03-21 11:05,Other,
4.26E+18,XYQG0961,2006-03-21 11:06,Won,887
4.26E+18,BNR11737,2006-03-21 11:06,Other,
4.26E+18,IVFN3319,2006-03-21 11:07,Other,
4.26E+18,HTOA2580,2006-03-21 11:08,Other,
4.26E+18,BUZ28919,2006-03-21 11:08,Other,
4.26E+18,HLDJ5819,2006-03-21 11:12,Other,
4.26E+18,7VB55285,2006-03-21 11:21,Other,
4.26E+18,R3JV3442,2006-03-21 11:39,Won,8496
4.26E+18,PI6K0203,2006-03-21 11:43,Won,18078
4.26E+18,6X565912,2006-03-21 11:43,Other,
4.26E+18,850Q3670,2006-03-21 11:52,Other,
4.26E+18,GB1L2465,2006-03-21 11:54,Other,
4.26E+18,F2AQ7387,2006-03-21 12:13,Won,1361
4.26E+18,Z8EA4622,2006-03-21 12:19,Other,
4.26E+18,PVI53721,2006-03-21 12:23,Other,
4.26E+18,3Y624596,2006-03-21 12:41,Other,
4.26E+18,Y6IG4141,2006-03-21 12:58,Won,887
4.26E+18,A2TS7811,2006-03-21 13:05,Other,
4.26E+18,P0X63396,2006-03-21 13:07,Other,
4.26E+18,D97R9000,2006-03-21 13:08,Other,
4.26E+18,ECWH5013,2006-03-21 13:10,Other,
4.26E+18,5HYQ5907,2006-03-21 13:11,Other,
4.26E+18,ECWH5013,2006-03-21 13:14,Other,
4.26E+18,JB0V4839,2006-03-21 13:17,Other,
4.26E+18,3Y624596,2006-03-21 13:18,Other,
4.26E+18,D97R9000,2006-03-21 13:19,Other,
4.26E+18,Z8SX2282,2006-03-21 13:34,Other,
4.26E+18,FAX26764,2006-03-21 13:37,Other,
4.26E+18,ONZV0951,2006-03-21 13:42,Won,888
4.26E+18,LZNZ1217,2006-03-21 13:52,Other,
4.26E+18,TQUQ8437,2006-03-21 13:53,Other,
4.26E+18,BUZ28919,2006-03-21 14:34,Other,
4.26E+18,32FP2597,2006-03-21 14:35,Other,
4.26E+18,RWUD7888,2006-03-21 15:27,Other,
4.26E+18,W5998521,2006-03-21 15:31,Won,951
4.26E+18,7EFC6777,2006-03-21 15:31,Other,
4.26E+18,2JFF8802,2006-03-21 15:35,Other,
4.26E+18,VRMT1405,2006-03-21 15:37,Other,
4.26E+18,2JFF8802,2006-03-21 15:38,Other,
4.26E+18,UN0T3142,2006-03-21 15:40,Other,
4.26E+18,D97R9000,2006-03-21 15:45,Won,2021
4.26E+18,R8JM4818,2006-03-21 15:49,Other,
4.26E+18,6V613600,2006-03-21 15:54,Won,1770
4.26E+18,XYQG0961,2006-03-21 15:55,Won,6201
4.26E+18,W90P1492,2006-03-21 16:02,Other,
4.26E+18,05LZ8000,2006-03-21 16:04,Other,
4.26E+18,JEX86229,2006-03-21 16:08,Other,
4.26E+18,O6E78878,2006-03-21 16:09,Other,
4.26E+18,GMWM3948,2006-03-21 16:11,Other,
4.26E+18,GMWM3948,2006-03-21 16:13,Other,
4.26E+18,TAG83757,2006-03-21 16:18,Other,
4.26E+18,JFV86026,2006-03-21 16:22,Other,
4.26E+18,A7DA7422,2006-03-21 16:31,Other,
4.26E+18,DVU07776,2006-03-21 16:39,Other,
4.26E+18,7VB55285,2006-03-21 16:43,Other,
4.26E+18,UD7X5244,2006-03-21 16:50,Other,
4.26E+18,K3A88692,2006-03-21 16:52,Won,1820
4.26E+18,YGKN8637,2006-03-21 16:59,Other,
4.26E+18,C27D7257,2006-03-21 17:04,Other,
4.26E+18,W0ON5560,2006-03-21 17:09,Other,
4.26E+18,TQUQ8437,2006-03-21 17:13,Other,
4.26E+18,IQZL1861,2006-03-21 17:19,Other,
4.26E+18,X6977938,2006-03-21 17:21,Won,1134
4.26E+18,HLDJ5819,2006-03-21 17:30,Other,
4.26E+18,EZXY2650,2006-03-21 17:32,Other,
4.26E+18,AZCP2835,2006-03-21 17:46,Won,887
4.26E+18,P8TF9477,2006-03-21 17:46,Other,
4.26E+18,XJQU7253,2006-03-21 17:50,Won,29562
4.26E+18,DME30414,2006-03-21 17:59,Other,
4.26E+18,DME30414,2006-03-21 18:04,Other,
4.26E+18,FAX26764,2006-03-21 18:05,Other,
4.26E+18,DUWX5191,2006-03-21 18:10,Other,
4.26E+18,P28J1155,2006-03-21 18:28,Won,887
4.26E+18,I9PI9213,2006-03-21 18:45,Other,
4.26E+18,2JFF8802,2006-03-21 18:46,Other,
4.26E+18,7VB55285,2006-03-21 18:50,Other,
4.26E+18,PVI53721,2006-03-21 19:08,Other,
4.26E+18,GYXT3727,2006-03-21 19:11,Other,
4.26E+18,2JFF8802,2006-03-21 19:19,Other,
4.26E+18,W0ON5560,2006-03-21 19:19,Other,
4.26E+18,W0ON5560,2006-03-21 19:25,Other,
4.26E+18,1NCC4520,2006-03-21 19:25,Other,
4.26E+18,2JFF8802,2006-03-21 20:26,Other,
4.26E+18,NKK26186,2006-03-21 20:39,Other,
4.26E+18,A2AE8268,2006-03-21 20:46,Other,
4.26E+18,C30D9998,2006-03-21 20:47,Other,
4.26E+18,ASSZ4495,2006-03-21 21:11,Other,
4.26E+18,SDXA8006,2006-03-21 21:24,Other,
4.26E+18,Z8SX2282,2006-03-21 21:25,Other,
4.26E+18,XRSC9471,2006-03-21 21:28,Other,
4.26E+18,5H7P8848,2006-03-21 21:49,Other,
4.26E+18,QRMA5940,2006-03-21 22:04,Other,
4.26E+18,VQ7Y6544,2006-03-21 22:08,Other,
4.26E+18,QRMA5940,2006-03-21 22:08,Other,
4.26E+18,7EZH4016,2006-03-21 22:37,Other,
4.26E+18,HIOB1588,2006-03-21 22:48,Other,
4.26E+18,04J71163,2006-03-21 23:09,Other,
4.26E+18,2YNK6906,2006-03-21 23:39,Other,
4.26E+18,LCNX0513,2006-03-21 23:42,Other,
4.26E+18,FMEE6604,2007-03-21 00:12,Other,
4.26E+18,9349843,2007-03-21 01:03,Other,
4.26E+18,76Z62197,2007-03-21 02:05,Other,
4.26E+18,76Z62197,2007-03-21 02:07,Other,
4.26E+18,OBSY2159,2007-03-21 02:09,Other,
4.26E+18,OBSY2159,2007-03-21 02:26,Other,
4.26E+18,6UZI2867,2007-03-21 02:59,Other,
4.26E+18,Y3UY5447,2007-03-21 03:28,Other,
4.26E+18,GV2H9559,2007-03-21 05:01,Other,
4.26E+18,GV2H9559,2007-03-21 05:03,Other,
4.26E+18,7BE19356,2007-03-21 05:23,Other,
4.26E+18,3KTL8419,2007-03-21 05:37,Other,
4.26E+18,3KTL8419,2007-03-21 05:40,Other,
4.26E+18,VHM27220,2007-03-21 06:38,Other,
4.26E+18,0OE24165,2007-03-21 06:43,Other,
4.26E+18,2ZN82556,2007-03-21 07:20,Other,
4.26E+18,MNPC2795,2007-03-21 07:41,Other,
4.26E+18,IVFN3319,2007-03-21 08:04,Other,
4.26E+18,AE347157,2007-03-21 08:22,Other,
4.26E+18,AE347157,2007-03-21 08:25,Other,
4.26E+18,AE347157,2007-03-21 08:28,Other,
4.26E+18,6KXJ3100,2007-03-21 08:36,Other,
4.26E+18,6KXJ3100,2007-03-21 08:40,Other,
4.26E+18,LFP52339,2007-03-21 09:14,Other,
4.26E+18,WPRR9831,2007-03-21 09:25,Other,
4.26E+18,AZCP2835,2007-03-21 09:39,Other,
4.26E+18,YVWG7390,2007-03-21 09:46,Other,
4.26E+18,I1H76006,2007-03-21 10:45,Won,7126
4.26E+18,3HPB5110,2007-03-21 11:23,Other,
4.26E+18,RCL50958,2007-03-21 11:34,Other,
4.26E+18,5D3S0024,2007-03-21 11:45,Won,139783
4.26E+18,NG0W5345,2007-03-21 11:46,Other,
4.26E+18,BVBV0929,2007-03-21 11:57,Other,
